newcomer,age,repo_num,follower_num,commit_comment_num,commit_num,issue_comment_num,issue_event_num,issue_number,org_number,pr_comment_num,pr_num,collaborator_num
False,1511,0,78,0,0,3,2,1,1,0,0,0
False,1281,1,52,0,141,105,120,26,6,158,25,1
False,1511,0,78,0,0,3,2,1,1,0,0,0
False,1501,3,3069,0,6389,3717,17280,127,3,864,105,1
False,1127,2,102,0,54,54,93,26,5,11,25,1
False,273,1,0,0,10,3,2,4,0,0,4,0
False,837,1,8,0,12,26,17,7,1,3,6,0
False,827,1,9,0,10,76,51,9,2,48,9,0
False,1554,3,3069,0,6793,3980,18568,143,3,1015,120,1
False,1717,0,20,0,0,1189,8,593,0,0,1,0
False,1009,1,90,0,551,1133,1254,241,1,542,222,0
False,1717,0,20,0,0,1189,8,593,0,0,1,0
False,639,1,16,0,35,20,38,7,4,10,4,0
False,833,2,545,0,267,3795,3647,183,6,3232,121,2
False,714,2,33,0,307,742,806,168,1,771,138,1
False,1468,3,3069,0,6179,3551,16542,102,3,814,80,1
False,857,2,61,0,30,68,68,18,4,110,14,0
False,639,1,16,0,35,20,38,7,4,10,4,0
False,833,2,545,0,267,3795,3647,183,6,3232,121,2
False,1468,3,3069,0,6179,3551,16542,102,3,814,80,1
False,280,0,1,0,0,0,4,0,1,0,0,0
False,613,1,20,0,9,63,49,18,1,6,7,0
False,613,1,20,0,9,63,49,18,1,6,7,0
False,1684,0,20,0,0,1159,8,581,0,0,1,0
False,800,2,545,0,258,3666,3495,178,6,3103,118,2
False,1195,0,0,0,0,0,2,0,0,0,0,0
False,613,1,20,0,9,63,49,18,1,6,7,0
False,800,2,545,0,258,3666,3495,178,6,3103,118,2
False,1178,0,1,0,0,0,0,0,1,0,0,0
False,1427,3,3069,0,5844,3242,15157,71,3,674,53,1
True,706,1,15,0,2,20,12,6,0,3,3,0
False,1699,3,3069,0,7720,4720,21379,218,3,1398,190,1
False,1699,3,3069,0,7720,4720,21379,218,3,1398,190,1
False,455,0,7,0,51,137,138,48,1,44,39,0
False,455,0,7,0,51,137,138,48,1,44,39,0
False,1490,3,3069,0,6336,3675,17044,120,3,854,98,1
False,736,2,33,0,318,761,833,173,1,794,142,1
False,1490,3,3069,0,6336,3675,17044,120,3,854,98,1
False,1426,3,3069,0,5822,3235,15086,70,3,662,52,1
False,993,1,375,0,177,825,751,94,8,243,66,0
False,1500,3,3069,0,6388,3716,17270,127,3,864,105,1
False,993,1,375,0,177,825,751,94,8,243,66,0
False,356,0,20,0,0,3,4,0,0,0,0,0
False,916,0,4,0,0,2,0,0,1,0,0,0
False,465,0,7,0,53,146,144,51,1,44,41,0
False,1500,3,3069,0,6388,3716,17270,127,3,864,105,1
False,356,0,20,0,0,3,4,0,0,0,0,0
False,993,1,375,0,177,825,751,94,8,243,66,0
False,814,0,9,0,0,2,1,1,0,0,0,0
False,666,1,33,0,265,631,698,154,1,673,128,1
False,814,0,9,0,0,2,1,1,0,0,0,0
False,814,0,9,0,0,2,1,1,0,0,0,0
False,137,0,0,0,0,2,5,2,0,0,0,0
False,785,2,545,0,258,3582,3400,178,6,3026,118,2
False,137,0,0,0,0,2,5,2,0,0,0,0
False,137,0,0,0,0,2,5,2,0,0,0,0
False,1420,3,3069,0,5762,3173,14797,67,3,624,49,1
False,1023,3,3,0,1,6,8,3,1,0,0,0
False,672,1,33,0,282,651,711,157,1,687,131,1
False,655,0,9,0,0,1,4,0,0,0,0,0
False,402,0,0,0,0,6,1,0,0,0,0,0
False,1675,0,20,0,0,1148,8,578,0,0,1,0
False,597,0,0,0,0,0,0,0,0,0,0,0
False,655,0,9,0,0,1,4,0,0,0,0,0
False,1426,3,3069,0,5822,3235,15086,70,3,662,52,1
False,957,1,90,0,491,958,1121,221,1,470,204,0
False,1624,0,161,0,10,25,33,5,2,6,4,0
False,957,1,90,0,491,958,1121,221,1,470,204,0
False,1416,3,3069,0,5730,3121,14662,64,3,595,46,1
False,957,1,90,0,491,958,1121,221,1,470,204,0
True,1526,0,10,0,0,0,0,1,1,0,0,0
False,1486,3,3069,0,6313,3654,16943,120,3,849,98,1
True,1864,1,88,0,59,352,315,47,4,91,23,0
False,1864,1,88,0,59,352,315,47,4,91,23,0
False,1632,1,61,0,207,683,1151,152,1,581,150,0
False,1458,1,21,0,34,80,63,18,2,33,13,0
False,1065,2,545,0,288,4851,4602,200,6,4348,129,2
False,1949,0,20,0,0,1285,14,665,0,0,1,0
False,1375,0,6,0,2,5,5,2,1,0,1,0
False,1331,0,37,0,0,5,2,0,5,0,0,0
False,1112,0,22,0,0,2,0,0,3,0,0,0
False,1700,3,3069,0,7750,4777,21500,224,3,1440,196,1
False,121,1,1,0,3,1,3,1,1,1,1,0
False,1905,2,39,0,68,190,156,32,1,23,23,0
False,848,3,11,0,0,1,2,1,1,0,0,0
False,1700,3,3069,0,7750,4777,21500,224,3,1440,196,1
False,1065,2,545,0,288,4851,4602,200,6,4348,129,2
False,121,1,1,0,3,1,3,1,1,1,1,0
True,872,3,14,0,73,329,368,66,0,37,38,0
False,1624,3,447,0,206,278,437,49,4,58,34,1
False,1515,3,3069,0,6474,3771,17577,132,3,884,110,1
False,872,3,14,0,73,329,368,66,0,37,38,0
False,762,1,12,0,103,375,369,67,0,88,56,0
False,1132,1,430,0,382,633,1189,132,2,103,94,1
False,872,3,14,0,73,329,368,66,0,37,38,0
False,1624,3,447,0,206,278,437,49,4,58,34,1
False,762,1,12,0,103,375,369,67,0,88,56,0
False,1515,3,3069,0,6474,3771,17577,132,3,884,110,1
False,549,1,1,0,2,4,5,1,0,0,1,0
False,1602,11,125,0,201,220,244,78,3,188,79,0
False,549,1,1,0,2,4,5,1,0,0,1,0
False,1700,3,3069,0,7750,4777,21500,224,3,1440,196,1
False,1632,1,61,0,207,683,1151,152,1,581,150,0
False,1326,2,102,0,122,186,207,65,5,111,62,1
False,549,1,1,0,2,4,5,1,0,0,1,0
False,1326,2,102,0,122,186,207,65,5,111,62,1
False,1700,3,3069,0,7750,4777,21500,224,3,1440,196,1
False,1602,11,125,0,201,220,244,78,3,188,79,0
False,1700,3,3069,0,7750,4777,21500,224,3,1440,196,1
False,1326,2,102,0,122,186,207,65,5,111,62,1
False,549,1,1,0,2,4,5,1,0,0,1,0
False,392,0,0,0,0,1,0,1,0,0,0,0
False,746,2,545,0,256,3427,3231,178,6,2790,116,2
False,1161,1,52,0,120,73,70,19,6,143,18,1
False,392,0,0,0,0,1,0,1,0,0,0,0
False,1161,1,52,0,120,73,70,19,6,143,18,1
False,1381,3,3069,0,5540,2986,13988,44,3,560,31,1
False,791,2,545,0,258,3615,3435,178,6,3040,118,2
False,791,2,545,0,258,3615,3435,178,6,3040,118,2
False,791,2,545,0,258,3615,3435,178,6,3040,118,2
False,1426,3,3069,0,5822,3235,15086,70,3,662,52,1
False,739,2,545,0,255,3402,3200,176,6,2768,115,2
False,739,2,545,0,255,3402,3200,176,6,2768,115,2
False,1374,3,3069,0,5488,2953,13862,44,3,546,31,1
True,1328,6,125,0,151,140,149,47,3,116,47,0
False,1062,3,603,0,359,668,834,137,4,163,123,1
False,1062,3,603,0,359,668,834,137,4,163,123,1
False,1426,3,3069,0,5822,3235,15086,70,3,662,52,1
False,967,1,90,0,519,997,1131,229,1,491,212,0
False,280,0,1,0,0,0,0,0,1,0,0,0
False,1614,0,20,0,0,1108,6,557,0,0,1,0
False,1365,3,3069,0,5436,2925,13653,44,3,539,31,1
False,1238,2,496,0,134,77,123,34,5,19,27,0
False,757,2,545,0,256,3486,3286,178,6,2903,116,2
False,757,2,545,0,256,3486,3286,178,6,2903,116,2
False,1392,3,3069,0,5586,3039,14156,51,3,572,36,1
False,343,1,0,0,4,3,6,10,0,0,4,0
False,1596,2,39,0,68,161,137,32,1,23,23,0
False,1596,2,39,0,68,161,137,32,1,23,23,0
False,1391,3,3069,0,5576,3038,14138,50,3,572,35,1
True,618,2,0,0,2,9,9,5,0,0,1,0
False,670,1,33,0,279,640,702,155,1,687,129,1
False,618,2,0,0,2,9,9,5,0,0,1,0
False,671,1,12,0,63,252,263,45,0,65,39,0
False,1424,3,3069,0,5781,3185,14886,68,3,633,50,1
False,965,1,90,0,514,976,1128,228,1,484,211,0
True,1002,3,603,0,354,626,753,130,4,157,120,1
False,1537,1,86,0,7,1,3,2,1,0,1,0
False,731,2,545,0,252,3357,3136,173,6,2690,113,2
False,516,0,25,0,4,7,3,2,0,0,1,0
False,1002,3,603,0,354,626,753,130,4,157,120,1
False,1268,4,125,0,138,88,108,41,3,70,40,0
False,1567,1,79,0,8,6,15,0,0,2,0,0
False,760,0,2,0,0,0,0,0,1,0,0,0
False,1537,1,86,0,7,1,3,2,1,0,1,0
False,1567,1,79,0,8,6,15,0,0,2,0,0
False,1366,3,3069,0,5451,2933,13735,44,3,540,31,1
False,907,1,90,0,471,919,1065,205,1,468,189,0
False,1181,1,11,0,1,6,9,6,2,0,0,0
False,1181,1,11,0,1,6,9,6,2,0,0,0
False,1357,3,3069,0,5412,2893,13542,44,3,534,31,1
False,1357,3,3069,0,5412,2893,13542,44,3,534,31,1
False,1181,1,11,0,1,6,9,6,2,0,0,0
False,1431,0,1,0,0,23,17,4,0,0,0,0
False,1431,0,1,0,0,23,17,4,0,0,0,0
False,1045,2,545,0,286,4739,4548,200,6,4045,129,2
False,1343,1,0,0,0,1,0,0,0,0,0,0
False,1680,3,3069,0,7554,4528,20929,199,3,1245,172,1
False,1680,3,3069,0,7554,4528,20929,199,3,1245,172,1
False,494,0,1,0,0,5,1,2,0,0,0,0
False,494,0,1,0,0,5,1,2,0,0,0,0
False,1553,3,3069,0,6783,3975,18534,143,3,1013,120,1
False,33,0,0,0,0,0,0,1,0,0,0,0
False,1276,6,125,0,144,102,120,42,3,84,42,0
False,739,2,545,0,255,3402,3200,176,6,2768,115,2
False,1374,3,3069,0,5488,2953,13862,44,3,546,31,1
False,1136,3,603,0,370,715,919,148,4,169,130,1
False,820,0,0,0,1,1,2,1,0,0,1,0
False,1280,1,52,0,135,101,117,24,6,157,23,1
False,820,0,0,0,1,1,2,1,0,0,1,0
True,621,0,0,0,0,1,0,1,0,0,0,0
False,1091,3,603,0,367,696,884,143,4,167,127,1
False,621,0,0,0,0,1,0,1,0,0,0,0
False,1091,3,603,0,367,696,884,143,4,167,127,1
False,1455,3,3069,0,6079,3454,16126,89,3,782,68,1
False,1370,3,3069,0,5471,2948,13813,44,3,545,31,1
False,1370,3,3069,0,5471,2948,13813,44,3,545,31,1
False,328,0,7,0,23,63,71,25,1,13,20,0
False,728,2,545,0,244,3230,3105,169,6,2593,110,2
False,328,0,7,0,23,63,71,25,1,13,20,0
False,328,0,7,0,23,63,71,25,1,13,20,0
False,1363,3,3069,0,5431,2924,13626,44,3,539,31,1
False,904,1,90,0,471,919,1063,205,1,468,189,0
True,731,2,545,0,252,3357,3136,173,6,2690,113,2
False,1139,1,2,0,1,5,11,3,0,2,1,0
False,1366,3,3069,0,5451,2933,13735,44,3,540,31,1
False,907,1,90,0,471,919,1065,205,1,468,189,0
False,766,1,3,0,0,1,0,1,0,0,0,0
False,766,1,3,0,0,1,0,1,0,0,0,0
False,1360,1,61,0,162,553,975,118,1,369,116,0
False,1428,3,3069,0,5862,3271,15236,73,3,700,55,1
False,262,0,0,0,0,1,0,1,0,0,0,0
False,597,1,8,0,11,179,254,12,2,48,9,0
False,262,0,0,0,0,1,0,1,0,0,0,0
False,236,0,1,0,0,2,1,0,0,0,0,0
False,168,0,0,0,0,2,0,0,0,0,0,0
False,865,2,545,0,274,3957,3801,186,6,3264,123,2
False,109,0,0,0,0,1,0,0,0,0,0,0
False,857,3,14,0,73,317,358,66,0,33,38,0
False,168,0,0,0,0,2,0,0,0,0,0,0
False,1500,3,3069,0,6388,3716,17270,127,3,864,105,1
False,1881,1,24,0,6,3,5,4,1,2,3,0
False,1881,1,24,0,6,3,5,4,1,2,3,0
False,1697,3,3069,0,7701,4700,21314,216,3,1397,188,1
False,337,0,0,0,0,9,6,3,0,0,0,0
False,672,2,545,0,239,2878,2842,163,6,2374,106,2
False,1307,3,3069,0,5178,2743,12776,40,3,502,27,1
False,337,0,0,0,0,9,6,3,0,0,0,0
False,672,2,545,0,239,2878,2842,163,6,2374,106,2
False,404,1,8,0,5,74,181,7,2,32,5,0
False,1307,3,3069,0,5178,2743,12776,40,3,502,27,1
False,251,0,0,0,0,1,1,1,0,0,0,0
False,839,1,90,0,471,915,1058,205,1,468,189,0
False,251,0,0,0,0,1,1,1,0,0,0,0
False,558,0,0,0,0,0,0,0,0,0,0,0
False,251,0,0,0,0,1,1,1,0,0,0,0
False,839,1,90,0,471,915,1058,205,1,468,189,0
False,1067,2,15,0,0,2,5,1,1,1,0,0
False,1067,2,15,0,0,2,5,1,1,1,0,0
False,1303,1,2,0,0,5,1,5,0,0,3,0
False,1067,2,15,0,0,2,5,1,1,1,0,0
False,1931,0,57,0,10,54,60,8,2,12,7,0
False,1697,3,3069,0,7701,4700,21314,216,3,1397,188,1
False,358,0,2,0,0,10,8,3,1,0,0,0
False,358,0,2,0,0,10,8,3,1,0,0,0
False,567,1,33,0,163,439,487,106,1,544,86,1
False,1321,3,3069,0,5241,2780,12993,40,3,511,27,1
False,51,0,0,0,0,10,5,2,1,0,0,0
False,455,2,5,0,10,52,33,14,0,0,8,0
False,343,0,3,0,0,2,3,0,0,0,0,0
False,279,0,0,0,0,19,10,2,0,0,0,0
False,358,0,2,0,0,10,8,3,1,0,0,0
False,567,1,33,0,163,439,487,106,1,544,86,1
False,1321,3,3069,0,5241,2780,12993,40,3,511,27,1
False,51,0,0,0,0,10,5,2,1,0,0,0
False,343,0,3,0,0,2,3,0,0,0,0,0
False,726,1,1,0,26,29,70,8,0,13,6,0
False,455,2,5,0,10,52,33,14,0,0,8,0
False,279,0,0,0,0,19,10,2,0,0,0,0
False,862,1,90,0,471,919,1063,205,1,468,189,0
False,1177,1,430,0,384,641,1211,133,2,107,95,1
False,1295,2,27,0,58,115,82,32,4,30,27,0
False,925,2,545,0,283,4340,4209,189,6,3589,126,2
False,1177,1,430,0,384,641,1211,133,2,107,95,1
False,1560,3,3069,0,6988,4134,19144,161,3,1058,137,1
False,902,1,2,0,24,18,0,0,0,5,14,0
False,1043,0,22,0,0,0,0,0,1,0,0,0
False,1177,1,430,0,384,641,1211,133,2,107,95,1
False,1560,3,3069,0,6988,4134,19144,161,3,1058,137,1
False,925,2,545,0,283,4340,4209,189,6,3589,126,2
False,1295,2,27,0,58,115,82,32,4,30,27,0
True,758,2,545,0,256,3491,3308,178,6,2917,116,2
False,758,2,545,0,256,3491,3308,178,6,2917,116,2
False,1393,3,3069,0,5602,3060,14231,58,3,574,42,1
False,996,1,430,0,378,589,1069,123,2,98,92,1
False,744,2,545,0,256,3422,3224,178,6,2782,116,2
False,996,1,430,0,378,589,1069,123,2,98,92,1
False,119,0,22,0,0,1,1,0,0,0,0,0
False,840,4,144,0,20,86,86,12,7,35,10,0
False,996,1,430,0,378,589,1069,123,2,98,92,1
False,744,2,545,0,256,3422,3224,178,6,2782,116,2
False,119,0,22,0,0,1,1,0,0,0,0,0
False,1379,3,3069,0,5506,2962,13907,44,3,549,31,1
False,1529,0,20,0,0,1036,2,506,0,0,1,0
False,645,2,545,0,238,2750,2714,161,6,2208,105,2
False,1529,0,20,0,0,1036,2,506,0,0,1,0
False,645,2,545,0,238,2750,2714,161,6,2208,105,2
False,1280,3,3069,0,5057,2654,12218,38,3,492,26,1
False,17,0,0,0,0,8,4,1,1,0,0,0
False,17,0,0,0,0,8,4,1,1,0,0,0
False,384,1,8,0,5,71,174,7,2,32,5,0
False,554,1,0,0,0,3,3,1,0,0,1,0
False,17,0,0,0,0,8,4,1,1,0,0,0
False,384,1,8,0,5,71,174,7,2,32,5,0
False,554,1,0,0,0,3,3,1,0,0,1,0
False,1287,3,3069,0,5108,2679,12439,38,3,493,26,1
False,866,2,545,0,274,3961,3805,186,6,3266,123,2
False,866,2,545,0,274,3961,3805,186,6,3266,123,2
False,1501,3,3069,0,6389,3717,17280,127,3,864,105,1
False,1273,3,3069,0,4976,2604,11935,36,3,477,25,1
False,635,2,545,0,228,2652,2605,151,6,2045,98,2
False,1270,3,3069,0,4914,2504,11567,36,3,472,25,1
False,635,2,545,0,228,2652,2605,151,6,2045,98,2
False,1270,3,3069,0,4914,2504,11567,36,3,472,25,1
False,1270,3,3069,0,4914,2504,11567,36,3,472,25,1
False,635,2,545,0,228,2652,2605,151,6,2045,98,2
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,630,2,545,0,225,2620,2579,151,6,2007,98,2
False,1265,3,3069,0,4863,2455,11330,35,3,457,24,1
False,630,2,545,0,225,2620,2579,151,6,2007,98,2
False,353,0,23,0,13,31,33,13,2,1,10,0
False,630,2,545,0,225,2620,2579,151,6,2007,98,2
False,1265,3,3069,0,4863,2455,11330,35,3,457,24,1
False,353,0,23,0,13,31,33,13,2,1,10,0
False,633,2,545,0,228,2641,2594,151,6,2023,98,2
False,478,1,29,0,31,34,44,20,3,17,20,0
False,633,2,545,0,228,2641,2594,151,6,2023,98,2
False,633,2,545,0,228,2641,2594,151,6,2023,98,2
False,478,1,29,0,31,34,44,20,3,17,20,0
False,352,1,0,0,8,4,9,2,0,3,2,0
False,1268,3,3069,0,4877,2466,11394,36,3,469,25,1
False,1498,0,176,0,10,9,286,8,2,2,6,0
True,763,0,2,0,0,1,4,1,0,0,0,0
False,763,0,2,0,0,1,4,1,0,0,0,0
False,430,2,14,0,1,7,12,3,2,0,1,0
False,493,2,68,0,32,70,100,23,4,14,21,0
False,638,2,545,0,229,2670,2631,154,6,2084,99,2
False,763,0,2,0,0,1,4,1,0,0,0,0
False,430,2,14,0,1,7,12,3,2,0,1,0
False,493,2,68,0,32,70,100,23,4,14,21,0
False,1382,3,447,0,165,235,347,42,4,56,28,1
False,638,2,545,0,229,2670,2631,154,6,2084,99,2
False,1273,3,3069,0,4976,2604,11935,36,3,477,25,1
False,1371,3,447,0,162,230,337,41,4,56,28,1
False,627,2,545,0,224,2592,2553,148,6,2000,97,2
False,1371,3,447,0,162,230,337,41,4,56,28,1
False,627,2,545,0,224,2592,2553,148,6,2000,97,2
False,1262,3,3069,0,4821,2409,11130,32,3,449,22,1
False,541,1,8,0,30,25,50,24,1,4,22,0
False,541,1,8,0,30,25,50,24,1,4,22,0
False,1266,3,3069,0,4870,2461,11358,36,3,468,25,1
True,494,1,3,0,36,64,78,31,0,90,26,0
False,521,1,8,0,8,144,227,8,2,43,6,0
False,494,1,3,0,36,64,78,31,0,90,26,0
False,1424,3,3069,0,5781,3185,14886,68,3,633,50,1
False,494,1,3,0,36,64,78,31,0,90,26,0
False,521,1,8,0,8,144,227,8,2,43,6,0
False,1424,3,3069,0,5781,3185,14886,68,3,633,50,1
False,516,0,1,0,0,2,3,3,0,0,0,0
False,259,0,2,0,0,4,7,2,0,0,0,0
False,516,0,1,0,0,2,3,3,0,0,0,0
False,259,0,2,0,0,4,7,2,0,0,0,0
False,1323,3,3069,0,5254,2787,13041,40,3,512,27,1
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,123,0,48,0,0,1522,682,0,0,0,0,0
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,123,0,48,0,0,1522,682,0,0,0,0,0
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,616,2,545,0,224,2565,2520,148,6,1981,97,2
False,868,1,430,0,365,514,899,116,2,70,89,1
False,616,2,545,0,224,2565,2520,148,6,1981,97,2
False,616,2,545,0,224,2565,2520,148,6,1981,97,2
False,868,1,430,0,365,514,899,116,2,70,89,1
False,869,0,338,0,14,26,50,12,1,0,8,0
False,588,1,28,0,6,7,7,3,1,9,3,0
False,418,1,30,0,26,142,141,47,0,14,23,0
False,869,0,338,0,14,26,50,12,1,0,8,0
False,588,1,28,0,6,7,7,3,1,9,3,0
False,418,1,30,0,26,142,141,47,0,14,23,0
False,676,1,1,0,19,23,51,4,0,7,2,0
False,1271,3,3069,0,4948,2572,11792,36,3,476,25,1
False,917,1,23,0,23,3,5,7,0,1,7,0
False,123,0,48,0,0,1522,682,0,0,0,0,0
False,917,1,23,0,23,3,5,7,0,1,7,0
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,917,1,23,0,23,3,5,7,0,1,7,0
False,123,0,48,0,0,1522,682,0,0,0,0,0
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,917,1,23,0,23,3,5,7,0,1,7,0
False,495,1,8,0,13,25,19,9,3,7,8,0
False,495,1,8,0,13,25,19,9,3,7,8,0
False,495,1,8,0,13,25,19,9,3,7,8,0
False,490,2,68,0,27,49,69,19,4,14,17,0
False,1270,3,3069,0,4914,2504,11567,36,3,472,25,1
False,508,0,12,0,29,148,154,24,0,5,20,0
False,626,2,545,0,224,2592,2551,148,6,2000,97,2
False,1510,0,20,0,0,1018,2,500,0,0,1,0
False,508,0,12,0,29,148,154,24,0,5,20,0
False,1261,3,3069,0,4809,2392,11079,30,3,448,21,1
False,508,0,12,0,29,148,154,24,0,5,20,0
False,626,2,545,0,224,2592,2551,148,6,2000,97,2
False,1261,3,3069,0,4809,2392,11079,30,3,448,21,1
False,459,1,4,0,3,17,15,6,0,0,2,0
False,43,0,0,0,0,2,4,3,0,0,0,0
False,459,1,4,0,3,17,15,6,0,0,2,0
False,1239,2,3069,0,4699,2317,10621,28,3,433,19,1
False,43,0,0,0,0,2,4,3,0,0,0,0
False,416,1,30,0,26,137,140,47,0,14,23,0
False,416,1,30,0,26,137,140,47,0,14,23,0
False,357,0,23,0,13,32,36,13,2,1,10,0
False,416,1,30,0,26,137,140,47,0,14,23,0
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,867,0,338,0,14,26,49,12,1,0,8,0
False,357,0,23,0,13,32,36,13,2,1,10,0
False,924,2,545,0,283,4339,4207,189,6,3580,126,2
False,924,2,545,0,283,4339,4207,189,6,3580,126,2
False,1559,3,3069,0,6959,4099,19045,154,3,1046,131,1
False,964,1,1,0,26,29,80,8,0,13,6,0
False,797,1,10,0,2,56,27,6,1,7,1,0
False,332,1,1,0,5,2,3,2,2,1,2,0
False,1224,1,3,0,2,7,10,2,0,0,2,0
False,415,1,1,0,1,4,2,2,2,0,1,0
False,1808,0,20,0,0,1254,8,634,0,0,1,0
False,1075,1,53,0,21,45,55,10,4,7,10,0
False,1599,0,10,0,0,2,0,1,1,0,0,0
False,924,2,545,0,283,4339,4207,189,6,3580,126,2
False,1559,3,3069,0,6959,4099,19045,154,3,1046,131,1
False,964,1,1,0,26,29,80,8,0,13,6,0
False,1224,1,3,0,2,7,10,2,0,0,2,0
False,332,1,1,0,5,2,3,2,2,1,2,0
False,730,4,144,0,18,70,49,10,7,19,8,0
False,123,0,48,0,0,1522,682,0,0,0,0,0
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,730,4,144,0,18,70,49,10,7,19,8,0
False,123,0,48,0,0,1522,682,0,0,0,0,0
False,936,0,11,0,1,6,13,1,1,20,1,0
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,936,0,11,0,1,6,13,1,1,20,1,0
False,730,4,144,0,18,70,49,10,7,19,8,0
False,730,4,144,0,18,70,49,10,7,19,8,0
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,382,0,2,0,0,5,4,3,0,0,0,0
False,643,0,34,0,0,2,3,1,0,0,0,0
False,634,2,545,0,228,2646,2599,151,6,2025,98,2
False,947,1,10,0,5,2,45,5,1,1,5,0
False,381,1,9,0,2,1,2,1,0,0,1,0
False,1269,3,3069,0,4883,2470,11423,36,3,469,25,1
False,382,0,2,0,0,5,4,3,0,0,0,0
False,590,2,545,0,215,2437,2365,138,6,1908,92,2
False,590,2,545,0,215,2437,2365,138,6,1908,92,2
False,590,2,545,0,215,2437,2365,138,6,1908,92,2
False,76,0,48,0,0,595,275,0,0,0,0,0
False,76,0,48,0,0,595,275,0,0,0,0,0
False,1222,2,3069,0,4643,2281,10330,28,3,430,19,1
False,530,0,4,0,1,12,12,2,2,0,1,0
False,587,2,545,0,215,2397,2328,138,6,1874,92,2
False,530,0,4,0,1,12,12,2,2,0,1,0
False,530,0,4,0,1,12,12,2,2,0,1,0
False,587,2,545,0,215,2397,2328,138,6,1874,92,2
False,1222,2,3069,0,4643,2281,10330,28,3,430,19,1
False,665,0,9,0,0,14,9,3,1,0,0,0
False,75,0,48,0,0,549,260,0,0,0,0,0
False,1221,2,3069,0,4622,2269,10222,28,3,430,19,1
False,665,0,9,0,0,14,9,3,1,0,0,0
False,75,0,48,0,0,549,260,0,0,0,0,0
False,674,1,1,0,19,23,51,4,0,4,2,0
False,171,2,4,0,0,1,6,1,0,0,1,0
False,539,1,30,0,28,155,159,50,0,19,25,0
False,418,0,11,0,0,0,0,0,1,0,0,0
False,171,2,4,0,0,1,6,1,0,0,1,0
False,539,1,30,0,28,155,159,50,0,19,25,0
False,1392,3,3069,0,5586,3039,14156,51,3,572,36,1
False,12,0,1,0,0,1,2,1,1,0,0,0
False,12,0,1,0,0,1,2,1,1,0,0,0
False,1220,2,3069,0,4612,2260,10194,28,3,428,19,1
False,613,1,7,0,4,4,4,3,1,0,3,0
False,1450,0,176,0,10,9,237,8,2,2,6,0
False,761,1,90,0,447,782,846,184,1,351,169,0
False,1474,0,7,0,0,17,20,7,1,0,0,0
False,1474,0,7,0,0,17,20,7,1,0,0,0
False,1239,2,3069,0,4699,2317,10621,28,3,433,19,1
False,68,0,48,0,0,381,182,0,0,0,0,0
False,68,0,48,0,0,381,182,0,0,0,0,0
False,1214,2,3069,0,4554,2227,10032,28,3,421,19,1
False,487,1,27,0,12,37,22,6,3,2,3,0
False,360,2,3,0,43,30,30,17,0,0,12,0
False,68,0,48,0,0,381,182,0,0,0,0,0
False,579,2,545,0,205,2348,2258,128,6,1767,82,2
False,360,2,3,0,43,30,30,17,0,0,12,0
False,360,2,3,0,43,30,30,17,0,0,12,0
False,68,0,48,0,0,381,182,0,0,0,0,0
False,579,2,545,0,205,2348,2258,128,6,1767,82,2
False,1214,2,3069,0,4554,2227,10032,28,3,421,19,1
False,360,2,3,0,43,30,30,17,0,0,12,0
True,385,1,0,0,1,3,7,4,0,0,1,0
False,1214,2,3069,0,4554,2227,10032,28,3,421,19,1
False,460,1,33,0,80,253,331,44,1,273,34,1
False,385,1,0,0,1,3,7,4,0,0,1,0
False,385,1,0,0,1,3,7,4,0,0,1,0
False,1214,2,3069,0,4554,2227,10032,28,3,421,19,1
False,460,1,33,0,80,253,331,44,1,273,34,1
False,1444,0,176,0,10,9,223,8,2,2,6,0
False,91,0,0,0,0,2,1,1,0,0,0,0
False,636,2,545,0,228,2659,2613,152,6,2047,98,2
False,91,0,0,0,0,2,1,1,0,0,0,0
False,91,0,0,0,0,2,1,1,0,0,0,0
False,636,2,545,0,228,2659,2613,152,6,2047,98,2
False,1271,3,3069,0,4948,2572,11792,36,3,476,25,1
False,595,1,12,0,30,74,88,33,0,41,26,0
False,578,2,545,0,205,2340,2251,128,6,1763,82,2
False,595,1,12,0,30,74,88,33,0,41,26,0
False,578,2,545,0,205,2340,2251,128,6,1763,82,2
False,487,1,27,0,12,37,22,6,3,2,3,0
False,487,1,27,0,12,37,22,6,3,2,3,0
False,1214,2,3069,0,4554,2227,10032,28,3,421,19,1
