result,newcomer,age,repo_num,follower_num,commit_comment_num,commit_num,issue_comment_num,issue_event_num,issue_number,org_number,pr_comment_num,pr_num,collaborator_num
0,0,1.0,0.0,0,0,3.8073549220576037,6.247927513443586,5.554588851677638,3.4594316186372978,0,1.5849625007211563,3.1699250014423126,0
1,0,1.5849625007211563,0.0,0,0,7.247927513443586,6.409390936137703,7.599912842187128,6.022367813028454,0.0,4.08746284125034,5.882643049361842,0
0,0,0.0,0,0,0,0,0.0,2.0,0.0,0,0,0,0
1,0,1.0,1.0,0,0,8.159871336778389,12.205487820150566,12.141149198437516,7.643856189774724,2.584962500721156,11.965784284662087,7.011227255423254,1.0
0,0,1.0,0,0,0,0,0.0,0,0,1.0,0,0,0
0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
0,0,0.0,0,0,0,0,0.0,2.0,0.0,0,0,0,0
1,0,1.0,1.5849625007211563,0,0,8.550746785383243,9.91139198784346,10.076815597050832,7.672425341971495,0.0,9.824958740528523,7.409390936137703,0.0
1,0,1.0,1.0,0,0,8.159871336778389,12.205487820150566,12.141149198437516,7.643856189774724,2.584962500721156,11.965784284662087,7.011227255423254,1.0
1,0,1.5849625007211563,0.0,0,0,7.0,6.6865005271832185,7.0,6.10852445677817,2.0,6.0,5.882643049361842,0
1,0,1.5849625007211563,0.0,0,0,8.569855608330949,8.113742166049189,8.303780748177104,6.303780748177103,2.584962500721156,8.290018846932618,6.266786540694902,0.0
1,0,1.5849625007211563,0.0,0,0,7.0,6.6865005271832185,7.0,6.10852445677817,2.0,6.0,5.882643049361842,0
1,0,1.0,0.0,0,0,5.906890595608519,7.066089190457772,7.426264754702098,5.882643049361842,0,5.954196310386876,5.523561956057013,0
1,0,1.0,0.0,0,0,5.906890595608519,7.066089190457772,7.426264754702098,5.882643049361842,0,5.954196310386876,5.523561956057013,0
0,0,1.0,0,0,0,0.0,3.0,3.4594316186372978,2.0,0,0.0,0.0,0
0,0,1.0,0.0,0,0,0,3.3219280948873626,2.807354922057604,0,1.0,0.0,0,0
0,0,2.321928094887362,0,0,0,0,10.31741261376487,3.0,9.36850646150769,0,0,0.0,0
0,0,1.0,0,0,0,3.1699250014423126,5.044394119358453,3.4594316186372978,3.3219280948873626,0,0,2.321928094887362,0
0,0,1.0,0.0,0,0,4.169925001442312,5.08746284125034,5.807354922057605,4.700439718141093,0,3.1699250014423126,4.0,0
0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0
0,0,1.5849625007211563,0.0,0,0,1.5849625007211563,3.0,3.5849625007211565,2.0,0,0,1.5849625007211563,0
0,0,1.5849625007211563,0,0,0,0,1.5849625007211563,2.0,0,0,0,0,0
1,0,1.0,1.0,0,0,8.159871336778389,12.181773438808808,12.123798091251855,7.636624620543649,2.584962500721156,11.908017261062803,7.011227255423254,1.0
0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0
0,0,1.5849625007211563,0.0,0,0,1.5849625007211563,3.0,3.5849625007211565,2.0,0,0,1.5849625007211563,0
0,0,1.5849625007211563,0,0,0,0,1.5849625007211563,2.0,0,0,0,0,0
0,0,1.0,0,0,0,1.0,0,0,1.0,0.0,0,0.0,0
0,0,1.0,0,0,0,0.0,2.807354922057604,3.1699250014423126,1.5849625007211563,0,0.0,0.0,0
0,0,1.0,0,0,0,0.0,2.807354922057604,3.1699250014423126,1.5849625007211563,0,0.0,0.0,0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.67595703294175,9.60177078840771,10.01262453886506,7.339850002884624,2.0,7.539158811108032,7.159871336778389,0.0
1,0,1.0,1.0,0,0,8.149747119504683,12.131856960608795,12.075479149488018,7.592457037268081,2.584962500721156,11.874981347653776,6.988684686772166,1.0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.67595703294175,9.60177078840771,10.01262453886506,7.339850002884624,2.0,7.539158811108032,7.159871336778389,0.0
0,0,0.7671232876712328,0.0,0,0,3.700439718141092,3.4594316186372978,4.08746284125034,2.584962500721156,0.0,2.584962500721156,2.321928094887362,0
1,0,2.0,1.0,0,0,7.303780748177103,7.139551352398794,7.6653359171851765,5.700439718141093,2.321928094887362,5.807354922057605,5.426264754702098,0
0,0,0.7671232876712328,0.0,0,0,3.700439718141092,3.4594316186372978,4.08746284125034,2.584962500721156,0.0,2.584962500721156,2.321928094887362,0
1,0,2.0,1.0,0,0,7.303780748177103,7.139551352398794,7.6653359171851765,5.700439718141093,2.321928094887362,5.807354922057605,5.426264754702098,0
0,0,0.7671232876712328,0.0,0,0,3.700439718141092,3.4594316186372978,4.08746284125034,2.584962500721156,0.0,2.584962500721156,2.321928094887362,0
0,0,0.7671232876712328,0.0,0,0,3.700439718141092,3.4594316186372978,4.08746284125034,2.584962500721156,0.0,2.584962500721156,2.321928094887362,0
0,1,1.0,0,0,0,0,0,0,0.0,0,0,0,0
0,0,1.0,1.5849625007211563,0,0,0.0,0,0.0,0.0,1.5849625007211563,0,0.0,0
0,1,1.5849625007211563,0,0,0,2.807354922057604,1.5849625007211563,2.0,1.5849625007211563,0.0,0.0,1.0,0
1,0,1.0,0.0,0,0,4.459431618637297,5.491853096329675,6.129283016944967,4.169925001442312,0.0,4.08746284125034,3.5849625007211565,0
0,1,2.321928094887362,0,0,0,0,10.300352560328221,3.0,9.312882955284357,0,0,0.0,0
0,0,2.321928094887362,0,0,0,0,10.300352560328221,3.0,9.312882955284357,0,0,0.0,0
0,0,1.5849625007211563,1.5849625007211563,0,0,3.4594316186372978,6.475733430966398,5.906890595608519,2.584962500721156,0,3.0,1.5849625007211563,0
1,0,1.0,1.0,0,0,8.149747119504683,12.102303817212649,12.053925881531105,7.584962500721156,2.584962500721156,11.840384550711667,6.988684686772166,1.0
0,0,1.5849625007211563,1.0,0,0,3.4594316186372978,4.0,5.285402218862249,3.5849625007211565,1.0,1.5849625007211563,3.1699250014423126,0
0,0,1.0,0.0,0,0,1.0,2.0,0,0,0,0,1.5849625007211563,0
1,0,1.0,1.0,0,0,8.149747119504683,12.102303817212649,12.053925881531105,7.584962500721156,2.584962500721156,11.840384550711667,6.988684686772166,1.0
0,0,1.5849625007211563,1.0,0,0,3.4594316186372978,4.0,5.285402218862249,3.5849625007211565,1.0,1.5849625007211563,3.1699250014423126,0
0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0
0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,1.0,1.0,0,0,8.144658242831882,12.09341756438796,12.04882741336389,7.569855608330948,2.584962500721156,11.82456102997028,6.977279923499917,1.0
0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,1.5849625007211563,1.0,0,0,6.066089190457772,6.523561956057013,7.08746284125034,5.08746284125034,2.321928094887362,4.0,5.0,0.0
0,1,1.0,0,0,0,1.0,3.4594316186372978,4.247927513443585,3.700439718141092,0,0,0.0,0
1,0,1.5849625007211563,2.321928094887362,0,0,5.285402218862249,7.022367813028454,6.870364719583405,4.0,2.807354922057604,5.672425341971496,3.8073549220576037,0
0,0,1.0,0,0,0,1.0,3.4594316186372978,4.247927513443585,3.700439718141092,0,0,0.0,0
1,0,1.5849625007211563,0.0,0,0,9.207014320177533,10.480790201095816,10.661778097771988,8.038918989292302,0.0,9.537218400538597,7.86418614465428,0
1,0,1.5849625007211563,1.0,0,0,8.169925001442312,7.45121111183233,5.0,1.5849625007211563,2.321928094887362,8.016808287686553,5.754887502163469,0
1,0,1.5849625007211563,0.0,0,0,9.207014320177533,10.480790201095816,10.661778097771988,8.038918989292302,0.0,9.537218400538597,7.86418614465428,0
1,0,1.5849625007211563,1.0,0,0,8.169925001442312,7.45121111183233,5.0,1.5849625007211563,2.321928094887362,8.016808287686553,5.754887502163469,0
1,0,1.5849625007211563,0.0,0,0,9.207014320177533,10.480790201095816,10.661778097771988,8.038918989292302,0.0,9.537218400538597,7.86418614465428,0
0,1,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0
1,0,1.0,1.0,0,0,8.144658242831882,12.087462841250339,12.043027283594549,7.569855608330948,2.584962500721156,11.813781191217037,6.977279923499917,1.0
0,0,1.0,0,0,0,0,0,0,0.0,1.5849625007211563,0,0,0
1,0,2.0,3.4594316186372978,0,0,7.599912842187128,7.754887502163469,7.88874324889826,6.169925001442312,1.5849625007211563,7.554588851677638,6.189824558880018,0
0,0,1.5849625007211563,0,0,0,0.0,2.321928094887362,1.0,0,0,0,0.0,0
0,0,0.29041095890410956,0,0,0,0,0.0,0,1.0,0,0,0,0
1,0,1.5849625007211563,0.0,0,0,8.569855608330949,8.113742166049189,8.303780748177104,6.303780748177103,2.584962500721156,8.290018846932618,6.266786540694902,0.0
1,0,1.5849625007211563,0.0,0,0,8.569855608330949,8.113742166049189,8.303780748177104,6.303780748177103,2.584962500721156,8.290018846932618,6.266786540694902,0.0
1,0,2.0,3.0,0,0,7.459431618637297,7.592457037268081,7.6653359171851765,6.022367813028454,1.5849625007211563,7.375039431346925,6.044394119358453,0
1,0,1.5849625007211563,1.0,0,0,5.977279923499917,6.285402218862249,6.94251450533924,5.044394119358453,2.321928094887362,4.0,4.954196310386876,0.0
1,0,1.0,1.0,0,0,8.144658242831882,12.080151309614086,12.037890085142507,7.562242424221073,2.584962500721156,11.805743872151618,6.977279923499917,1.0
1,0,0.0,0.0,0,0,5.930737337562887,6.066089190457772,5.857980995127572,3.700439718141092,0,3.5849625007211565,3.3219280948873626,0
1,0,0.0,0.0,0,0,5.930737337562887,6.066089190457772,5.857980995127572,3.700439718141092,0,3.5849625007211565,3.3219280948873626,0
1,0,1.5849625007211563,1.0,0,0,5.977279923499917,6.285402218862249,6.94251450533924,5.044394119358453,2.321928094887362,4.0,4.954196310386876,0.0
0,1,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0
0,1,1.5849625007211563,0.0,0,0,3.4594316186372978,1.0,2.584962500721156,1.0,0,3.0,0.0,0
0,0,1.0,0,0,0,0,2.321928094887362,2.0,0.0,0,0,0,0
1,0,1.5849625007211563,1.5849625007211563,0,0,7.303780748177103,7.539158811108032,7.912889336229962,6.066089190457772,1.0,5.754887502163469,6.129283016944967,0
0,1,0.0,0,0,0,0,2.0,0,0.0,0,0,0,0
1,0,1.0,2.321928094887362,0,0,4.954196310386876,6.727920454563199,6.6582114827517955,3.700439718141092,2.807354922057604,5.614709844115208,3.4594316186372978,0
0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0
0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
0,0,1.0,0.0,0,0,0.0,2.0,2.807354922057604,1.5849625007211563,0.0,0,1.0,0
0,0,1.0,0.0,0,0,0.0,2.0,2.807354922057604,1.5849625007211563,0.0,0,1.0,0
0,0,2.0,0,0,0,0,10.285402218862249,3.0,9.308339030139408,0,0,0.0,0
0,0,2.0,0,0,0,0,10.285402218862249,3.0,9.308339030139408,0,0,0.0,0
0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0
1,0,2.0,1.5849625007211563,0,0,7.6865005271832185,8.17492568250068,8.854868383260238,5.672425341971496,2.0,5.857980995127572,5.08746284125034,0.0
0,0,0.06575342465753424,0,0,0,0,0,0,0.0,0,0,0,0
0,1,0.8438356164383561,0,0,0,0,0.0,2.0,2.0,0,0,0,0
0,0,2.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0
1,0,1.0,1.5849625007211563,0,0,8.400879436282185,9.758223214726724,9.902375114486025,7.515699838284044,0.0,9.681238411777805,7.238404739325079,0.0
0,0,2.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0
1,0,1.0,1.5849625007211563,0,0,8.400879436282185,9.758223214726724,9.902375114486025,7.515699838284044,0.0,9.681238411777805,7.238404739325079,0.0
0,1,0.9397260273972603,0,0,0,0,0.0,0,0.0,0,0,0,0
1,0,1.0,1.0,0,0,8.129283016944965,12.042343379793692,12.004220466318197,7.546894459887637,2.584962500721156,11.776433032444732,6.954196310386876,1.0
0,0,0.9397260273972603,0,0,0,0,0.0,0,0.0,0,0,0,0
0,0,0.0,0,0,0,0,1.0,1.0,0,0,0,0,0
1,0,1.0,1.0,0,0,8.129283016944965,12.042343379793692,12.004220466318197,7.546894459887637,2.584962500721156,11.776433032444732,6.954196310386876,1.0
0,0,0.0,0,0,0,0,0,1.0,0,0.0,0,0,0
0,1,0.0,0,0,0,0,2.807354922057604,3.3219280948873626,2.321928094887362,0.0,0,0,0
0,0,0.9123287671232877,0,0,0,0,0,0.0,0.0,0.0,0,0,0
0,0,1.0,0.0,0,0,4.584962500721157,6.022367813028454,5.643856189774724,3.5849625007211565,1.5849625007211563,3.1699250014423126,3.0,0
0,0,1.0,0.0,0,0,4.584962500721157,6.022367813028454,5.643856189774724,3.5849625007211565,1.5849625007211563,3.1699250014423126,3.0,0
0,0,0.0,0,0,0,1.5849625007211563,6.247927513443586,5.491853096329675,4.700439718141093,1.0,3.3219280948873626,1.0,0
0,0,1.5849625007211563,0.0,0,0,5.285402218862249,3.700439718141092,4.08746284125034,3.4594316186372978,0.0,0.0,2.321928094887362,0
0,0,0.0,0.0,0,0,3.4594316186372978,3.0,2.321928094887362,2.0,0,0,2.0,0
0,1,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0
0,0,1.0,0.0,0,0,2.321928094887362,3.9068905956085187,3.700439718141092,1.0,0,0,1.0,0
0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0
0,1,0.7616438356164383,0,0,0,0,0,0,0.0,0,0,0,0
0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0
0,0,1.0,0,0,0,0,0,4.247927513443585,0,0,0,0,0
0,0,0.1095890410958904,0,0,0,0,0,2.0,0,0,0,0,0
0,1,0.684931506849315,0.0,0,0,4.0,3.3219280948873626,2.584962500721156,2.807354922057604,0,2.584962500721156,2.584962500721156,0
1,0,1.5849625007211563,0.0,0,0,8.592457037268082,8.24317398347295,8.405141463136344,6.339850002884625,2.584962500721156,8.312882955284357,6.303780748177103,0.0
0,0,0.684931506849315,0.0,0,0,4.0,3.3219280948873626,2.584962500721156,2.807354922057604,0,2.584962500721156,2.584962500721156,0
0,0,1.0,0.0,0,0,0,2.321928094887362,2.0,0.0,3.1699250014423126,0,0,0
1,0,1.0,0.0,0,0,6.794415866350106,8.599912842187129,8.611024797307353,6.10852445677817,0,6.475733430966398,5.857980995127572,0
0,0,0.5671232876712329,0.0,0,0,0,0.0,0,0.0,0,0,0,0
1,0,1.0,1.0,0,0,8.144658242831882,12.075813377461454,12.03376711484639,7.562242424221073,2.584962500721156,11.805743872151618,6.977279923499917,1.0
0,0,0.5671232876712329,0.0,0,0,0,0.0,0,0.0,0,0,0,0
0,0,0.0,0.0,0,0,3.1699250014423126,4.906890595608519,5.459431618637297,2.0,0.0,4.906890595608519,2.0,0
1,0,1.0,1.0,0,0,8.144658242831882,12.075813377461454,12.03376711484639,7.562242424221073,2.584962500721156,11.805743872151618,6.977279923499917,1.0
0,0,0.27945205479452057,0,0,0,0,0,0,0.0,0,0,0,0
0,0,1.5849625007211563,0,0,0,0,4.08746284125034,3.700439718141092,2.0,0,0,0,0
0,0,0.0,0,0,0,0,1.0,0,0,0,0,0,0
0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0
1,0,1.0,1.5849625007211563,0,0,8.539158811108031,9.881113960675098,10.034798962577268,7.6653359171851765,0.0,9.802516365121223,7.400879436282184,0.0
0,0,1.5849625007211563,0,0,0,0,4.08746284125034,3.700439718141092,2.0,0,0,0,0
0,0,0.0,0,0,0,0,1.0,0,0,0,0,0,0
0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.27945205479452057,0,0,0,0,0,0,0.0,0,0,0,0
1,0,1.0,1.5849625007211563,0,0,8.539158811108031,9.881113960675098,10.034798962577268,7.6653359171851765,0.0,9.802516365121223,7.400879436282184,0.0
0,0,0.0,0.0,0,0,0,2.807354922057604,2.807354922057604,1.5849625007211563,0.0,0.0,0,0
1,0,1.0,1.0,0,0,8.144658242831882,12.0911047583765,12.044394119358454,7.569855608330948,2.584962500721156,11.822172461476177,6.977279923499917,1.0
0,0,0.0,0.0,0,0,0,2.807354922057604,2.807354922057604,1.5849625007211563,0.0,0.0,0,0
0,0,1.5849625007211563,0,0,0,1.0,3.3219280948873626,3.4594316186372978,3.0,0,0,1.0,0
0,0,1.5849625007211563,0,0,0,1.0,3.3219280948873626,3.4594316186372978,3.0,0,0,1.0,0
1,0,1.5849625007211563,1.0,0,0,5.857980995127572,6.845490050944376,6.357552004618085,5.0,2.0,4.906890595608519,4.754887502163469,0
0,0,1.5849625007211563,0,0,0,1.0,3.3219280948873626,3.4594316186372978,3.0,0,0,1.0,0
0,0,0.0,0,0,0,0.0,3.9068905956085187,4.08746284125034,2.321928094887362,1.0,0,0.0,0
0,0,0.0,0,0,0,0.0,3.9068905956085187,4.08746284125034,2.321928094887362,1.0,0,0.0,0
0,0,1.0,1.0,0,0,4.906890595608519,5.614709844115208,5.554588851677638,3.4594316186372978,0,2.321928094887362,2.321928094887362,0
0,0,0.0,0,0,0,0.0,3.9068905956085187,4.08746284125034,2.321928094887362,1.0,0,0.0,0
0,0,1.0,1.0,0,0,4.906890595608519,5.614709844115208,5.554588851677638,3.4594316186372978,0,2.321928094887362,2.321928094887362,0
0,1,0.0,0,0,0,0,1.0,0.0,0.0,0,0,0,0
1,0,1.0,1.5849625007211563,0,0,8.405141463136344,9.77313920671969,9.91139198784346,7.523561956057013,0.0,9.696967526234287,7.247927513443586,0.0
0,0,0.0,0,0,0,0,1.0,0.0,0.0,0,0,0,0
1,0,1.0,1.5849625007211563,0,0,8.405141463136344,9.77313920671969,9.91139198784346,7.523561956057013,0.0,9.696967526234287,7.247927513443586,0.0
0,0,0.0,0,0,0,0,1.0,0.0,0.0,0,0,0,0
1,1,1.5849625007211563,1.0,0,0,7.285402218862249,6.845490050944376,7.375039431346925,5.643856189774724,2.321928094887362,4.857980995127573,5.357552004618084,0
1,0,1.0,1.0,0,0,8.129283016944965,12.042343379793692,12.004220466318197,7.546894459887637,2.584962500721156,11.776433032444732,6.954196310386876,1.0
1,0,1.5849625007211563,1.0,0,0,7.285402218862249,6.845490050944376,7.375039431346925,5.643856189774724,2.321928094887362,4.857980995127573,5.357552004618084,0
0,0,0.726027397260274,0.0,0,0,0,0,0,0,0,0,0,0
1,0,1.5849625007211563,1.0,0,0,7.285402218862249,6.845490050944376,7.375039431346925,5.643856189774724,2.321928094887362,4.857980995127573,5.357552004618084,0
0,1,0.0,0,0,0,0,0.0,0,1.0,0,0,0,0
0,0,1.0,0,0,0,2.807354922057604,4.954196310386876,5.930737337562887,3.5849625007211565,0.0,3.3219280948873626,2.807354922057604,0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.562242424221074,9.544964432789238,9.929258408636974,7.238404739325079,2.0,7.459431618637297,7.044394119358453,0.0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.562242424221074,9.544964432789238,9.929258408636974,7.238404739325079,2.0,7.459431618637297,7.044394119358453,0.0
0,1,2.0,0,0,0,0,4.954196310386876,4.169925001442312,1.0,0,0,0,0
1,0,1.0,1.0,0,0,8.149747119504683,12.142426202318982,12.084476237453893,7.599912842187128,2.584962500721156,11.879583249612782,6.988684686772166,1.0
0,0,2.0,0,0,0,0,4.954196310386876,4.169925001442312,1.0,0,0,0,0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.531381460516313,9.527477006060396,9.894817763307943,7.219168520462162,2.0,7.442943495848729,7.022367813028454,0.0
1,0,1.0,1.0,0,0,8.124121311829187,12.037890085142507,11.995767150877802,7.546894459887637,2.584962500721156,11.768184324776927,6.954196310386876,1.0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.531381460516313,9.527477006060396,9.894817763307943,7.219168520462162,2.0,7.442943495848729,7.022367813028454,0.0
0,0,0.8876712328767123,0.0,0,0,3.0,3.8073549220576037,2.584962500721156,2.321928094887362,0.0,0,2.0,0
0,0,1.0,0,0,0,0,1.0,0,0,2.0,0,0,0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.531381460516313,9.527477006060396,9.894817763307943,7.219168520462162,2.0,7.442943495848729,7.022367813028454,0.0
1,1,1.0,0.0,0,0,4.906890595608519,7.700439718141093,7.562242424221073,5.954196310386876,0,4.392317422778761,4.754887502163469,0
1,0,1.5849625007211563,0.0,0,0,9.207014320177533,10.485829308701906,10.671541066711884,8.049848549450562,0.0,9.537218400538597,7.86418614465428,0
0,0,1.0,0.0,0,0,3.700439718141092,4.700439718141093,4.169925001442312,3.0,0.0,1.5849625007211563,2.807354922057604,0
0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,3.3219280948873626,0,0.0,0
1,0,1.0,0.0,0,0,4.906890595608519,7.700439718141093,7.562242424221073,5.954196310386876,0,4.392317422778761,4.754887502163469,0
1,0,1.0,0.0,0,0,4.906890595608519,7.700439718141093,7.562242424221073,5.954196310386876,0,4.392317422778761,4.754887502163469,0
1,0,1.5849625007211563,0.0,0,0,9.207014320177533,10.485829308701906,10.671541066711884,8.049848549450562,0.0,9.537218400538597,7.86418614465428,0
0,1,1.5849625007211563,0.0,0,0,2.584962500721156,5.20945336562895,2.584962500721156,2.0,1.0,5.392317422778761,1.5849625007211563,0
0,0,1.0,0.0,0,0,1.0,3.700439718141092,3.4594316186372978,2.321928094887362,0.0,0,1.0,0
1,0,1.5849625007211563,0.0,0,0,9.207014320177533,10.485829308701906,10.673309075561695,8.05528243550119,0.0,9.537218400538597,7.86418614465428,0
0,0,1.5849625007211563,0,0,0,0,4.523561956057013,4.08746284125034,2.0,0,0,0,0
0,0,1.0,0.0,0,0,1.0,3.700439718141092,3.4594316186372978,2.321928094887362,0.0,0,1.0,0
0,0,1.5849625007211563,0.0,0,0,3.5849625007211565,5.523561956057013,4.906890595608519,2.807354922057604,0,2.807354922057604,1.0,0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.686500527183219,9.64565843240871,10.088788238716907,7.357552004618085,2.0,7.562242424221073,7.1799090900149345,0.0
1,0,1.5849625007211563,1.5849625007211563,0,0,8.686500527183219,9.64565843240871,10.088788238716907,7.357552004618085,2.0,7.562242424221073,7.1799090900149345,0.0
